IMS_Master__r_Billing_Location__r_Client_from_Parent__c,IMS_Master__r_Billing_Location__r_Job_From_Name__c,IMS_Master__r_Order_Group__c,IMS_Master__r_Product_Name__c,IMS_Master__r_Manufacturer__r_Name,IMS_Master__r_Manufacturer_Number__c,IMS_Master__r_Feature__c,IMS_Master__r_Color__c,IMS_Master__r_IMS_Build__r_Logo_Design_1__r_Logo_Number__c,IMS_Master__r_IMS_Build__r_Logo_Location_1__c,IMS_Master__r_IMS_Build__r_Logo_Design_2__r_Logo_Number__c,IMS_Master__r_IMS_Build__r_Logo_Location_2__c,IMS_Master__r_IMS_Build__r_Logo_Design_3__r_Logo_Number__c,IMS_Master__r_IMS_Build__r_Logo_Location_3__c,IMS_Master__r_IMS_Build__r_Logo_Design_4__r_Logo_Number__c,IMS_Master__r_IMS_Build__r_Logo_Location_4__c,Size__c,IMS_Master__r_Class__c,IMS_Master__r_Category__c,IMS_Master__r_Group__c,IMS_Master__r_Sub_Group__c,Id
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",5XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NPRIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",4XL,Uniform,Clothing,Operations,Specialist,a4bA00000016NPSIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",L,Uniform,Clothing,Operations,Supervisor,a4bA00000016NR3IAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",3XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NR4IAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tactical Performance,5.11 Tactical,71049,Short Sleeve,Silver Tan,SES30A,Left Chest,SES32A,Right Sleeve,SES31A,Back Full Chest,"","",5XL,Uniform,Clothing,Operations,Supervisor,a4bA00000016NRXIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tech Nylon Plain Bike,Mocean Tactical Police Design,H02 9603,"",Black,"","","","","","","","",2XL,Uniform,Clothing,Operations,General,a4bA00000016VMuIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tech Nylon Plain Bike,Mocean Tactical Police Design,H02 9603,"",Black,"","","","","","","","",M,Uniform,Clothing,Operations,General,a4bA00000016VMfIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tech Nylon Plain Bike,Mocean Tactical Police Design,H02 9603,"",Black,"","","","","","","","",3XL,Uniform,Clothing,Operations,General,a4bA00000016VMzIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tech Nylon Plain Bike,Mocean Tactical Police Design,H02 9603,"",Black,"","","","","","","","",XL,Uniform,Clothing,Operations,General,a4bA00000016VMpIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tech Nylon Plain Bike,Mocean Tactical Police Design,H02 9603,"",Black,"","","","","","","","",4XL,Uniform,Clothing,Operations,General,a4bA00000016VN4IAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Men's Air Monarch IV Shoes,Nike,H03 6830,"",Black,"","","","","","","","",8,Uniform,Clothing,Campus,General,a4bA00000016VRBIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Men's Air Monarch IV Shoes,Nike,H03 6830,"",Black,"","","","","","","","",6,Uniform,Clothing,Campus,General,a4bA00000016VQhIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Men's Air Monarch IV Shoes,Nike,H03 6830,"",Black,"","","","","","","","",9,Uniform,Clothing,Campus,General,a4bA00000016VRQIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tech Nylon Plain Bike,Mocean Tactical Police Design,H02 9603,"",Black,"","","","","","","","",S,Uniform,Clothing,Operations,General,a4bA00000016VLwIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tech Nylon Plain Bike,Mocean Tactical Police Design,H02 9603,"",Black,"","","","","","","","",L,Uniform,Clothing,Operations,General,a4bA00000016VMkIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Men's Air Monarch IV Shoes,Nike,H03 6830,"",Black,"","","","","","","","",7,Uniform,Clothing,Campus,General,a4bA00000016VQrIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Men's Air Monarch IV Shoes,Nike,H03 6830,"",Black,"","","","","","","","",15,Uniform,Clothing,Campus,General,a4bA00000016VS4IAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Men's Air Monarch IV Shoes,Nike,H03 6830,"",Black,"","","","","","","","",10,Uniform,Clothing,Campus,General,a4bA00000016VRaIAM
"eBay, Inc.",eBay San Jose North,eBay - Corporate,Campus Performance,Tri-Mountain Racewear,224 Campus,Short Sleeve,Grey,"","","","","","","","",S,Uniform,Clothing,Campus,Specialist,a4bA00000016VXdIAM
"eBay, Inc.",eBay San Jose North,eBay - Corporate,Campus Performance,Tri-Mountain Racewear,224 Campus,Short Sleeve,Grey,"","","","","","","","",L,Uniform,Clothing,Campus,Specialist,a4bA00000016VXsIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Tech Nylon Plain Bike,Mocean Tactical Police Design,H02 9603,"",Black,"","","","","","","","",M,Uniform,Clothing,Operations,General,a4bA00000016VM6IAM
"eBay, Inc.",eBay San Jose North,eBay - Corporate,Campus Performance,Tri-Mountain Racewear,224 Campus,Short Sleeve,Grey,"","","","","","","","",M,Uniform,Clothing,Campus,Specialist,a4bA00000016VXnIAM
"eBay, Inc.",eBay San Jose North,eBay - Corporate,Campus Performance,Tri-Mountain Racewear,224 Campus,Short Sleeve,Grey,"","","","","","","","",4XL,Uniform,Clothing,Campus,Specialist,a4bA00000016VXoIAM
"eBay, Inc.",eBay San Jose North,eBay - Corporate,Campus Performance,Tri-Mountain Racewear,224 Campus,Short Sleeve,Grey,"","","","","","","","",XL,Uniform,Clothing,Campus,Specialist,a4bA00000016VXxIAM
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Men's Air Monarch IV Shoes,Nike,H03 6830,"",Black,"","","","","","","","",8.5,Uniform,Clothing,Campus,General,a4bA00000016VRGIA2
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Men's Air Monarch IV Shoes,Nike,H03 6830,"",Black,"","","","","","","","",11,Uniform,Clothing,Campus,General,a4bA00000016VRkIAM
"eBay, Inc.",eBay San Jose South (Park),eBay - Corporate,Campus Performance,Tri-Mountain Racewear,224 Campus,Short Sleeve,Grey,"","","","","","","","",L,Uniform,Clothing,Campus,Specialist,a4bA00000016VYqIAM
"eBay, Inc.",eBay San Jose South (Park),eBay - Corporate,Campus Performance,Tri-Mountain Racewear,224 Campus,Short Sleeve,Grey,"","","","","","","","",2XL,Uniform,Clothing,Campus,Specialist,a4bA00000016VZ0IAM
"eBay, Inc.",eBay San Jose South (Park),eBay - Corporate,Campus Performance,Tri-Mountain Racewear,224 Campus,Short Sleeve,Grey,"","","","","","","","",4XL,Uniform,Clothing,Campus,Specialist,a4bA00000016VZ5IAM
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",6,Uniform,Clothing,Campus,Specialist,a4bA00000016eW0IAI
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",36,Uniform,Clothing,Campus,Specialist,a4bA00000016eOpIAI
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016eLlIAI
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",12,Uniform,Clothing,Campus,Specialist,a4bA00000016eWPIAY
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",20,Uniform,Clothing,Campus,Specialist,a4bA00000016eWQIAY
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",30,Uniform,Clothing,Campus,Specialist,a4bA00000016eLRIAY
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016eLSIAY
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",36,Uniform,Clothing,Campus,Specialist,a4bA00000016ePJIAY
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",36,Uniform,Clothing,Campus,Specialist,a4bA00000016eOuIAI
Pegatron,Pegatron Elk Grove,Pegatron,TDU Belt - 1.5" Wide,5.11 Tactical,NP569,"",Black,"","","","","","","","",S,Uniform,Clothing,Campus,Specialist,a4bA00000016eYuIAI
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",14,Uniform,Clothing,Campus,Specialist,a4bA00000016eWUIAY
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",18,Uniform,Clothing,Campus,Specialist,a4bA00000016eWeIAI
Pegatron,Pegatron Elk Grove,Pegatron,TDU Belt - 1.5" Wide,5.11 Tactical,NP569,"",Black,"","","","","","","","",L,Uniform,Clothing,Campus,Specialist,a4bA00000016eZ4IAI
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016ePsIAI
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016ePtIAI
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",44,Uniform,Clothing,Campus,Specialist,a4bA00000016ePuIAI
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",18,Uniform,Clothing,Campus,Specialist,a4bA00000016eVbIAI
Pegatron,Pegatron Elk Grove,Pegatron,TDU Belt - 1.5" Wide,5.11 Tactical,NP569,"",Black,"","","","","","","","",4XL,Uniform,Clothing,Campus,Specialist,a4bA00000016eZTIAY
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",48,Uniform,Clothing,Campus,Specialist,a4bA00000016eRPIAY
Pegatron,Pegatron Elk Grove,Pegatron,G-TAC Athletic 8" Side-Zip Waterproof Boot,Galls,FX280,"",Black,"","","","","","","","",9.5,Uniform,Clothing,Campus,General,a4bA00000016ealIAA
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016eQ2IAI
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016eQ3IAI
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",46,Uniform,Clothing,Campus,Specialist,a4bA00000016eQ4IAI
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",50,Uniform,Clothing,Campus,Specialist,a4bA00000016eReIAI
Pegatron,Pegatron Elk Grove,Pegatron,G-TAC Athletic 8" Side-Zip Waterproof Boot,Galls,FX280,"",Black,"","","","","","","","",10,Uniform,Clothing,Campus,General,a4bA00000016eaqIAA
Pegatron,Pegatron Elk Grove,Pegatron,G-TAC Athletic 8" Side-Zip Waterproof Boot,Galls,FX280,"",Black,"","","","","","","","",12,Uniform,Clothing,Campus,General,a4bA00000016earIAA
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016eQMIAY
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",44,Uniform,Clothing,Campus,Specialist,a4bA00000016eQWIAY
Pegatron,Pegatron Elk Grove,Pegatron,TDU Belt - 1.5" Wide,5.11 Tactical,NP569,"",Black,"","","","","","","","",2XL,Uniform,Clothing,Campus,Specialist,a4bA00000016eZJIAY
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",2,Uniform,Clothing,Campus,Specialist,a4bA00000016eTfIAI
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",10,Uniform,Clothing,Campus,Specialist,a4bA00000016eUxIAI
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",2,Uniform,Clothing,Campus,Specialist,a4bA00000016eVqIAI
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",8,Uniform,Clothing,Campus,Specialist,a4bA00000016eVrIAI
Pegatron,Pegatron Elk Grove,Pegatron,G-TAC Athletic 8" Side-Zip Waterproof Boot,Galls,FX280,"",Black,"","","","","","","","",10.5,Uniform,Clothing,Campus,General,a4bA00000016eavIAA
Pegatron,Pegatron Elk Grove,Pegatron,G-TAC Athletic 8" Side-Zip Waterproof Boot,Galls,FX280,"",Black,"","","","","","","","",14,Uniform,Clothing,Campus,General,a4bA00000016eawIAA
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",30,Uniform,Clothing,Campus,Specialist,a4bA00000016eLWIAY
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016ePiIAI
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",12,Uniform,Clothing,Campus,Specialist,a4bA00000016eV7IAI
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",10,Uniform,Clothing,Campus,Specialist,a4bA00000016eWFIAY
Pegatron,Pegatron Elk Grove,Pegatron,TDU Belt - 1.5" Wide,5.11 Tactical,NP569,"",Black,"","","","","","","","",3XL,Uniform,Clothing,Campus,Specialist,a4bA00000016eZOIAY
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",48,Uniform,Clothing,Campus,Specialist,a4bA00000016eRUIAY
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016ePTIAY
Pegatron,Pegatron Elk Grove,Pegatron,G-TAC Athletic 8" Side-Zip Waterproof Boot,Galls,FX280,"",Black,"","","","","","","","",9,Uniform,Clothing,Campus,General,a4bA00000016eaWIAQ
Pegatron,Pegatron Elk Grove,Pegatron,G-TAC Athletic 8" Side-Zip Waterproof Boot,Galls,FX280,"",Black,"","","","","","","","",13,Uniform,Clothing,Campus,General,a4bA00000016ebAIAQ
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",16,Uniform,Clothing,Campus,Specialist,a4bA00000016eVRIAY
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",16,Uniform,Clothing,Campus,Specialist,a4bA00000016eWZIAY
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",34,Uniform,Clothing,Campus,Specialist,a4bA00000016eMAIAY
Acorn,"Amazon Acorn WA, Seattle",Acorn,Extended Size Silk Touch,Port Authority,K500ES,Short Sleeve,Royal Blue,SES50B,Hat,"","","","","","",9XL,Uniform,Clothing,Campus,Specialist,a4bA00000016hZ7IAI
Acorn,"Amazon Acorn WA, Seattle",Acorn,3 in 1 System Jacket,Galls,JA787,"",Black,SES61B,Left Chest,SES61B,Right Sleeve,"","","","",S,Uniform,Clothing,Campus,General,a4bA00000016hZ8IAI
Acorn,"Amazon Acorn WA, Seattle",Acorn,3 in 1 System Jacket,Galls,JA787,"",Black,SES61B,Left Chest,SES61B,Right Sleeve,"","","","",XL,Uniform,Clothing,Campus,General,a4bA00000016hZ9IAI
Acorn,"Amazon Acorn WA, Seattle",Acorn,3 in 1 System Jacket,Galls,JA787,"",Black,SES61B,Left Chest,SES61B,Right Sleeve,"","","","",5XL,Uniform,Clothing,Campus,General,a4bA00000016hZAIAY
Nexus,Retail - Apple - CA - Northern,Retail,Silk Touch Performance,Port Authority,K540,Short Sleeve,Black,SES52A,Left Chest,"","","","","","",S,Uniform,Clothing,Retail,General,a4bA00000016huFIAQ
"Apple, Inc./Maiden",Apple Maiden,Apple - Maiden,Select Snag-Proof Tactical,Cornerstone Workwear,CS410LS,Long Sleeve,Black,SES17A,Right Chest,"","","","","","",M,Uniform,Clothing,Campus,Supervisor,a4bA00000016hoCIAQ
Acorn,"Amazon Acorn WA, Seattle",Acorn,Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",44,Uniform,Clothing,Campus,Specialist,a4bA00000016hX6IAI
Acorn,"Amazon Acorn WA, Seattle",Acorn,Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",44,Uniform,Clothing,Campus,Specialist,a4bA00000016hX7IAI
"Apple, Inc./Maiden",Apple Maiden,Apple - Maiden,Side-pocket Cotton Blend Trousers,Blauer Manufacturing Co Inc,8810X,"",Black,"","","","","","","","",30,Uniform,Clothing,Campus,General,a4bA00000016hrVIAQ
"Apple, Inc./Maiden",Apple Maiden,Apple - Maiden,Herringbone 3-in-1 Parka,Port Authority,J302,"",Black,SES17A,Right Chest,"","","","","","",S,Uniform,Clothing,Campus,General,a4bA00000016hq8IAA
"Apple, Inc./Maiden",Apple Maiden,Apple - Maiden,Herringbone 3-in-1 Parka,Port Authority,J302,"",Black,SES17A,Right Chest,"","","","","","",L,Uniform,Clothing,Campus,General,a4bA00000016hqIIAQ
"Apple, Inc./Maiden",Apple Maiden,Apple - Maiden,Side-pocket Cotton Blend Trousers,Blauer Manufacturing Co Inc,8810X,"",Black,"","","","","","","","",46,Uniform,Clothing,Campus,General,a4bA00000016ht7IAA
"Apple, Inc./Maiden",Apple Maiden,Apple - Maiden,Side-pocket Cotton Blend Trousers,Blauer Manufacturing Co Inc,8810X,"",Black,"","","","","","","","",48,Uniform,Clothing,Campus,General,a4bA00000016htHIAQ
Acorn,"Amazon Acorn WA, Seattle",Acorn,Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016hWmIAI
Acorn,"Amazon Acorn WA, Seattle",Acorn,Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",48,Uniform,Clothing,Campus,Specialist,a4bA00000016hWnIAI
Acorn,"Amazon Acorn WA, Seattle",Acorn,Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",28,Uniform,Clothing,Campus,Specialist,a4bA00000016hUWIAY
Acorn,"Amazon Acorn WA, Seattle",Acorn,Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",28,Uniform,Clothing,Campus,Specialist,a4bA00000016hUXIAY
Acorn,"Amazon Acorn WA, Seattle",Acorn,Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",30,Uniform,Clothing,Campus,Specialist,a4bA00000016hUYIAY
Acorn,"Amazon Acorn WA, Seattle",Acorn,Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",30,Uniform,Clothing,Campus,Specialist,a4bA00000016hUZIAY
Acorn,"Amazon Acorn WA, Seattle",Acorn,Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",34,Uniform,Clothing,Campus,Specialist,a4bA00000016hUaIAI
"Apple, Inc./Maiden",Apple Maiden,Apple - Maiden,Side-pocket Cotton Blend Trousers,Blauer Manufacturing Co Inc,8810X,"",Black,"","","","","","","","",32,Uniform,Clothing,Campus,General,a4bA00000016hrfIAA
"Apple, Inc./Maiden",Apple Maiden,Apple - Maiden,Side-pocket Cotton Blend Trousers,Blauer Manufacturing Co Inc,8810X,"",Black,"","","","","","","","",34,Uniform,Clothing,Campus,General,a4bA00000016hrgIAA
Acorn,"Amazon Acorn WA, Seattle",Acorn,Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016hWSIAY
Acorn,"Amazon Acorn WA, Seattle",Acorn,Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016hWhIAI
Acorn,"Amazon Acorn WA, Seattle",Acorn,Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016hWiIAI
Acorn,"Amazon Acorn WA, Seattle",Acorn,Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",48,Uniform,Clothing,Campus,Specialist,a4bA00000016hWjIAI
Acorn,"Amazon Acorn WA, Seattle",Acorn,Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",50,Uniform,Clothing,Campus,Specialist,a4bA00000016hYYIAY
